OPEID - Price,OPEID - 300,Name,NetPrice,DefRate,Program Length,College Type,Defaults,Loans
925600,9256,Moraine Park Technical College,9173,13.4,5,1,118,878
1001400,10014,Garrett College,5739,24.6,5,1,55,223
192300,1923,Hutchinson Community College,7602,6.6,5,1,69,1030
4176100,41761,Norco College,7337,9.8,5,1,8,81
118100,1181,College of San Mateo,4494,19.4,5,1,15,77
2075300,20753,Pulaski Technical College,9028,13.3,5,1,590,4408
393300,3933,Western Wyoming Community College,7399,13.9,5,1,55,394
554400,5544,Alexandria Technical & Community College,13235,8,5,1,64,791
190900,1909,Cloud County Community College,5686,13,5,1,64,491
206400,2064,College of Southern Maryland,7675,13.5,5,1,103,761
756000,7560,River Valley Community College,17698,13.4,5,1,50,373
855800,8558,Beaufort County Community College,10203,25.7,5,1,96,373
974000,9740,Inver Hills Community College,10892,9.9,5,1,164,1644
129400,1294,Southwestern College,5652,10.9,5,1,29,265
227800,2278,Lansing Community College,5217,18.6,5,1,861,4629
686700,6867,Columbus State Community College,5448,14.6,5,1,1168,7976
101300,1013,John C Calhoun State Community College,5086,17.3,5,1,433,2489
207400,2074,Hagerstown Community College,7084,16.8,5,1,186,1105
260100,2601,Cumberland County College,7891,22.2,5,1,148,665
2276900,22769,Community College of Aurora,8881,14.1,5,1,239,1687
886300,8863,Walters State Community College,4192,8.6,5,1,24,279
107900,1079,Yavapai College,6486,20.4,5,1,172,842
793300,7933,Front Range Community College,8661,13.5,5,1,751,5533
129200,1292,Solano Community College,7978,13.4,6,1,39,290
2107700,21077,Truckee Meadows Community College,8523,14.3,6,1,147,1025
217100,2171,Massachusetts Bay Community College,11576,12.7,5,1,106,834
3072200,30722,Chandler-Gilbert Community College,7822,14.5,5,1,240,1645
1258600,12586,Metropolitan Community College Area,5997,16.1,5,1,354,2198
830400,8304,Scottsdale Community College,8007,15.8,5,1,206,1296
139900,1399,Norwalk Community College,7477,7.3,5,1,3,41
843700,8437,Clinton Essex Warren Washington BOCES,10929,5.8,4,1,4,68
287800,2878,Suffolk County Community College,6645,9.6,5,1,290,3010
4211800,42118,College of Western Idaho,6818,18.3,5,1,530,2895
3122900,31229,York County Community College,8534,16.3,5,1,62,380
735000,7350,Anoka Technical College,12637,14.4,5,1,119,824
135500,1355,Lamar Community College,10359,17.7,5,1,28,158
968400,9684,Blue Ridge Community College,8143,22.7,5,1,54,237
287900,2879,Sullivan County Community College,6892,19.2,5,1,77,400
236200,2362,Minneapolis Community and Technical College,13105,19.3,5,1,682,3529
1269300,12693,Pellissippi State Community College,6787,14.1,5,1,251,1772
192500,1925,Kansas City Kansas Community College,12563,9.6,5,1,132,1374
807800,8078,Springfield Technical Community College,8243,13,5,1,146,1122
830300,8303,GateWay Community College,7616,18.1,5,1,232,1281
923000,9230,Wayne County Community College District,5372,21.8,5,1,1057,4834
240800,2408,Holmes Community College,5302,18.3,5,1,203,1108
2146600,21466,South Mountain Community College,7417,27.1,5,1,230,847
561800,5618,Savannah Technical College,4610,15.4,5,1,130,840
269200,2692,CUNY Bronx Community College,7756,14.2,5,1,106,743
287500,2875,Onondaga Community College,7530,17,5,1,463,2712
531300,5313,North Central State College,4724,19.3,5,1,181,937
291700,2917,College of the Albemarle,6836,21.1,5,1,22,104
327300,3273,Harrisburg Area Community College-Harrisburg,9701,16.6,5,1,1252,7505
240900,2409,Itawamba Community College,5910,20.5,5,1,232,1129
1054600,10546,Century College,8323,11.8,5,1,371,3130
129000,1290,Sierra College,8215,19.3,5,1,179,923
233500,2335,Riverland Community College,8599,11.8,5,1,107,906
798600,7986,Halifax Community College,3019,13.1,5,1,15,114
312301,3123,University of Akron Wayne College,8758,10.8,8,1,755,6980
256596,2565,Nebraska College of Technical Agriculture,11007,3.3,8,1,142,4252
399100,3991,Greenville Technical College,7208,14.6,5,1,545,3722
126100,1261,Pasadena City College,6780,13.4,5,1,37,275
575700,5757,Lake Superior College,11768,14.5,5,1,228,1567
130800,1308,Reedley College,4534,15.5,5,1,35,225
116600,1166,Citrus College,4051,14.1,5,1,41,290
384000,3840,Western Technical College,8487,14.2,5,1,230,1617
294000,2940,Lenoir Community College,7646,n/a,5,1,n/a,n/a
471100,4711,State Technical College of Missouri,7918,8.8,5,1,45,507
769100,7691,McHenry County College,5670,12.4,5,1,57,457
340800,3408,Community College of Rhode Island,5632,13.8,5,1,342,2468
1201500,12015,Austin Community College District,7233,10.8,6,1,494,4564
538400,5384,Nicolet Area Technical College,7251,18.4,5,1,82,445
728900,7289,Central Wyoming College,4231,5.8,5,1,11,188
400300,4003,Central Texas College,4774,19.3,5,1,290,1498
379300,3793,Spokane Community College,4147,17.2,6,1,342,1980
680400,6804,Lakeland Community College,7505,14.4,5,1,298,2058
116200,1162,Chabot College,6877,12.2,5,1,24,196
526300,5263,Minnesota West Community and Technical College,9426,12.1,5,1,103,849
691100,6911,Montgomery College,7531,9,5,1,235,2604
170500,1705,Illinois Valley Community College,6585,11.4,5,1,29,254
103100,1031,Northeast Alabama Community College,2958,15.1,5,1,50,330
474200,4742,Central New Mexico Community College,4118,24.3,5,1,874,3587
246800,2468,Jefferson College,5363,13.7,5,1,133,967
524500,5245,University of Arkansas Community College-Morrilton,5406,19.4,5,1,109,560
287600,2876,Orange County Community College,4834,13.1,5,1,140,1062
993600,9936,Middlesex Community College,4288,9.3,5,1,104,1110
248400,2484,Metropolitan Community College-Kansas City,7248,17.9,5,1,340,1898
357300,3573,Hill College,7873,7.3,5,1,69,936
787000,7870,Hillsborough Community College,4555,12.9,5,1,728,5601
889600,8896,Pikes Peak Community College,9082,14.9,6,1,514,3441
239300,2393,Minnesota State College Southeast,13201,12.2,5,1,104,848
400400,4004,John Tyler Community College,6401,13.3,5,1,151,1134
2623600,26236,Paradise Valley Community College,7605,17.2,5,1,188,1093
235500,2355,Hibbing Community College,8517,17.5,5,1,90,512
286100,2861,Cayuga County Community College,5546,18.8,5,1,264,1404
576300,5763,Central Georgia Technical College,3294,21.4,5,1,472,2200
976500,9765,Three Rivers Community College,5823,10.7,5,1,23,214
696200,6962,Hazard Community and Technical College,5473,28.7,5,1,207,721
107600,1076,Glendale Community College,7065,19.2,5,1,551,2857
1114500,11145,Lone Star College System,5197,15.3,5,1,1623,10573
265500,2655,New Mexico Junior College,6510,18.2,5,1,30,164
575300,5753,Owens Community College,6177,18.6,5,1,849,4563
1048700,10487,West Georgia Technical College,4125,20.1,5,1,274,1358
553300,5533,Saint Paul College,12250,20.9,5,1,520,2486
229700,2297,Muskegon Community College,3997,19.1,5,1,133,694
311900,3119,Sinclair Community College,3949,21.4,5,1,1235,5747
681500,6815,Orangeburg Calhoun Technical College,7367,5.7,5,1,39,676
1121000,11210,Bunker Hill Community College,6710,9.6,5,1,77,801
3156300,31563,Estrella Mountain Community College,6976,20.6,5,1,354,1714
324900,3249,Community College of Philadelphia,5949,18.4,5,1,1199,6484
259600,2596,Atlantic Cape Community College,8138,16.2,5,1,135,833
1018200,10182,Rogue Community College,8764,22.5,5,1,278,1234
554100,5541,Minnesota State Community and Technical College,10004,12.3,5,1,313,2542
133400,1334,Ventura College,4021,19.4,5,1,81,416
107700,1077,Mesa Community College,7661,19,5,1,790,4152
120300,1203,Glendale Community College,3799,10.2,5,1,42,408
698200,6982,Naugatuck Valley Community College,5886,11.1,5,1,33,297
991000,9910,Technical College of the Lowcountry,4585,15.3,5,1,49,319
991700,9917,Ivy Tech Community College,6094,18.9,5,1,5209,27453
185700,1857,Southwestern Community College,7706,16.7,5,1,76,453
174200,1742,Olney Central College,1793,14.5,5,1,15,103
266302,2663,University of New Mexico-Valencia County Campus,6165,12.4,8,1,771,6169
291500,2915,Central Piedmont Community College,7461,18.6,5,1,439,2360
321300,3213,Portland Community College,7082,19.7,5,1,2111,10662
492000,4920,Trident Technical College,7616,3.5,5,1,161,4550
175200,1752,Sauk Valley Community College,5740,16.1,5,1,37,229
2242700,22427,Berkeley City College,8908,16.6,5,1,15,90
1119700,11197,Mayland Community College,7597,24.1,5,1,37,153
107800,1078,Phoenix College,7039,21.3,5,1,519,2434
683600,6836,Motlow State Community College,7611,13.1,5,1,49,373
249100,2491,Moberly Area Community College,6771,16.1,5,1,171,1057
107200,1072,Cochise County Community College District,5160,7.1,5,1,21,293
118500,1185,College of the Redwoods,5514,16.2,5,1,41,252
399800,3998,Chattanooga State Community College,6971,19.9,5,1,639,3197
233200,2332,Anoka-Ramsey Community College,10919,10.3,5,1,246,2373
978600,9786,Lincoln Trail College,1251,14.5,5,1,15,103
795400,7954,Normandale Community College,11915,9,5,1,226,2510
798800,7988,Martin Community College,5594,n/a,5,1,n/a,n/a
265101,2651,Eastern New Mexico University-Roswell Campus,7107,12.7,8,1,157,1235
763500,7635,Capital Community College,6591,11.9,5,1,21,176
1113300,11133,Eastern Idaho Technical College,7824,14.4,5,1,32,222
120100,1201,Fullerton College,7001,19,5,1,100,524
991400,9914,Roane State Community College,7849,15.6,5,1,150,961
318600,3186,Blue Mountain Community College,10107,18.8,5,1,71,377
288000,2880,Ulster County Community College,3745,16.6,5,1,78,469
996200,9962,Luna Community College,4898,27,5,1,30,111
1049100,10491,Hennepin Technical College,12129,11.5,5,1,227,1966
161200,1612,Honolulu Community College,5798,20.3,5,1,82,403
550000,5500,Manhattan Area Technical College,11270,12.4,5,1,40,321
1186400,11864,Mohave Community College,7111,17.7,5,1,140,788
119200,1192,Cuesta College,10342,10,5,1,41,408
483800,4838,Guilford Technical Community College,10483,21.9,5,1,783,3563
1182000,11820,San Diego Miramar College,6850,12.7,5,1,29,228
991200,9912,Volunteer State Community College,6005,13.8,5,1,184,1332
119100,1191,Diablo Valley College,7055,10.8,5,1,26,239
407600,4076,Kirkwood Community College,9929,14,5,1,635,4531
242700,2427,Northwest Mississippi Community College,5328,15.6,5,1,200,1280
186400,1864,Iowa Lakes Community College,8537,14,5,1,105,749
187500,1875,Marshalltown Community College,8625,20.3,5,1,96,471
1210500,12105,National Park College,7082,14.6,5,1,114,776
111100,1111,Allan Hancock College,5387,22.6,5,1,43,190
990300,9903,Vance-Granville Community College,5273,15.5,5,1,20,129
773000,7730,Rowan College at Burlington County,6141,14.4,5,1,147,1016
813200,8132,Toledo Public Schools Adult and Continuing Education,15605,10.7,3,1,10,93
344801,3448,University of South Carolina-Lancaster,8127,2.3,8,1,145,6233
678200,6782,Genesee Community College,5440,16.6,5,1,213,1279
1087900,10879,Richland Community College,4463,21.8,5,1,80,366
1014700,10147,Western Suffolk BOCES,12551,7.5,4,1,11,145
133800,1338,West Valley College,10047,8.8,5,1,8,90
226100,2261,Mott Community College,5724,22.8,5,1,768,3356
224000,2240,Bay de Noc Community College,8044,20.1,5,1,112,555
933600,9336,Johnston Community College,6736,14.9,5,1,89,594
225100,2251,Delta College,3499,17.2,5,1,321,1861
103800,1038,Snead State Community College,5360,25.8,5,1,102,394
3960300,39603,New River Community and Technical College,3730,22.2,5,1,138,620
322100,3221,Treasure Valley Community College,11974,24,5,1,255,1059
539000,5390,Blackhawk Technical College,7771,21,5,1,208,989
2177500,21775,Rio Salado College,6995,20.4,5,1,837,4098
560500,5605,Pinellas Technical College-Clearwater,11863,n/a,3,1,n/a,n/a
982600,9826,Kennebec Valley Community College,7291,15.4,5,1,76,493
573200,5732,University of Arkansas Community College-Hope,8033,10.8,5,1,15,138
562400,5624,Columbus Technical College,7601,15.3,5,1,53,345
362800,3628,Texarkana College,7487,21,5,1,133,631
458700,4587,Northeast Iowa Community College,8872,14,5,1,172,1222
964600,9646,Piedmont Community College,7367,20.5,5,1,15,73
575400,5754,Rowan-Cabarrus Community College,4780,28.8,5,1,431,1493
393000,3930,Sheridan College,6308,7,5,1,28,399
199600,1996,Big Sandy Community and Technical College,5233,28.2,5,1,292,1034
525600,5256,Wiregrass Georgia Technical College,2458,21.9,5,1,47,214
923600,9236,Nashua Community College,11400,12.9,5,1,137,1058
696000,6960,Maysville Community and Technical College,5766,28.6,5,1,311,1086
184800,1848,Southeastern Community College,6076,19.3,5,1,136,704
808500,8085,McDowell Technical Community College,4169,30,5,1,18,60
400900,4009,Mesabi Range College,6114,19.3,5,1,87,450
169900,1699,Joliet Junior College,4208,11.1,5,1,112,1009
1034500,10345,Cincinnati State Technical and Community College,5438,21.6,5,1,1052,4867
768400,7684,Kishwaukee College,6198,23.6,5,1,174,735
803700,8037,Gateway Community College,5413,13.3,5,1,39,292
3542400,35424,Copper Mountain Community College,8543,20.1,5,1,24,119
1002700,10027,James A Rhodes State College,8172,16.7,5,1,175,1046
3083800,30838,Heartland Community College,5957,13.6,5,1,78,573
677500,6775,Rainy River Community College,7435,17.3,5,1,13,75
357400,3574,Howard College,4267,11.7,5,1,55,469
764000,7640,Fayetteville Technical Community College,3157,16,5,1,345,2147
241300,2413,Meridian Community College,5592,12.2,5,1,59,480
2166100,21661,Nunez Community College,7139,19,5,1,97,508
3066500,30665,Southeastern Technical College,3907,20.4,5,1,37,181
891800,8918,Saddleback College,9145,13.2,5,1,46,348
321800,3218,Chemeketa Community College,5750,20.1,5,1,720,3571
846600,8466,Southwestern Community College,6566,19.1,5,1,37,193
230300,2303,Oakland Community College,2999,20.7,5,1,1115,5370
264300,2643,Union County College,3364,12.6,5,1,161,1273
485200,4852,Clark State Community College,5687,22.3,5,1,530,2367
304000,3040,Cuyahoga Community College District,4309,20.5,5,1,1342,6519
537800,5378,Northeast State Community College,5119,11.2,5,1,52,464
360300,3603,Ranger College,5073,16.4,5,1,60,364
492600,4926,Tri-County Technical College,8137,11.3,5,1,113,1000
1011100,10111,Cerro Coso Community College,6661,11.1,5,1,2,18
265600,2656,New Mexico Military Institute,4693,12,5,1,11,91
2348500,23485,Lamar State College-Port Arthur,7056,17.1,5,1,68,396
1073600,10736,Marion Technical College,6224,12.5,5,1,63,502
123900,1239,MiraCosta College,5743,14.8,6,1,28,189
3064600,30646,Texas Southmost College,4370,11.4,5,1,322,2814
787100,7871,George C Wallace State Community College-Hanceville,5691,15.4,5,1,236,1524
976700,9767,City Colleges of Chicago-Olive-Harvey College,6194,25.3,5,1,203,800
148500,1485,Florida Keys Community College,10133,14.8,6,1,19,128
293400,2934,Isothermal Community College,4976,34.3,5,1,23,67
165200,1652,City Colleges of Chicago-Harold Washington College,4735,22.3,5,1,227,1015
998100,9981,Morgan Community College,6822,15.3,5,1,34,222
531800,5318,Catawba Valley Community College,9608,18.1,5,1,61,337
166900,1669,Danville Area Community College,4464,14.3,5,1,34,237
298200,2982,Western Piedmont Community College,5590,18,5,1,28,155
768700,7687,James Sprunt Community College,5557,13.3,5,1,18,135
177900,1779,Wabash Valley College,1311,9.6,5,1,6,62
399500,3995,Central Carolina Technical College,6043,6.4,5,1,80,1241
693100,6931,Waubonsee Community College,4428,11.2,5,1,107,949
3030000,30300,Ogeechee Technical College,6221,17.4,5,1,159,910
392900,3929,Eastern Wyoming College,5607,9.7,5,1,14,143
533900,5339,Metro Technology Centers,9738,16.9,4,1,42,248
474300,4743,Clovis Community College,7466,17,5,1,33,193
130700,1307,Fresno City College,4002,21.1,5,1,115,545
854300,8543,Atlanta Technical College,2618,16.5,5,1,337,2032
226300,2263,Glen Oaks Community College,4797,20.1,5,1,38,189
167500,1675,Elgin Community College,4552,12.2,5,1,100,818
163600,1636,Southwestern Illinois College,6740,23.1,5,1,503,2169
376100,3761,Wytheville Community College,1825,17,5,1,25,147
530600,5306,Bates Technical College,3913,19.4,5,1,70,359
291900,2919,Davidson County Community College,6301,23.9,5,1,203,847
562200,5622,Georgia Piedmont Technical College,6641,17.7,5,1,192,1079
232800,2328,Washtenaw Community College,3975,18.5,5,1,516,2781
399400,3994,Spartanburg Community College,3429,15.2,5,1,105,690
266304,2663,University of New Mexico-Taos Campus,6703,12.4,8,1,771,6169
808000,8080,State Fair Community College,4538,22.7,5,1,300,1320
3106000,31060,Missouri State University-West Plains,7669,19.7,5,1,95,480
357401,3574,Southwest Collegiate Institute for the Deaf,3232,11.7,5,1,55,469
237000,2370,North Hennepin Community College,9807,12.4,5,1,299,2399
164800,1648,City Colleges of Chicago-Harry S Truman College,5797,16.1,5,1,108,668
124200,1242,Monterey Peninsula College,6081,15.2,5,1,29,190
320400,3204,Mt Hood Community College,6481,23.7,5,1,689,2904
923100,9231,Washington County Community College,3616,17.6,5,1,18,102
165000,1650,City Colleges of Chicago-Malcolm X College,5436,22.7,5,1,193,848
758200,7582,Aims Community College,6216,17.3,5,1,189,1088
1104600,11046,Central Ohio Technical College,9219,17.8,5,1,296,1654
192400,1924,Independence Community College,3570,11.9,5,1,20,168
165400,1654,City Colleges of Chicago-Kennedy-King College,6448,25.8,5,1,363,1404
686500,6865,Camden County College,5296,16.9,5,1,280,1654
2074600,20746,South Arkansas Community College,7071,23.1,5,1,100,432
1286000,12860,Arkansas Northeastern College,5078,12,5,1,9,75
358300,3583,Lee College,5846,13.6,5,1,54,396
1088100,10881,Stark State College,6587,26.1,5,1,1526,5833
726500,7265,Carl Sandburg College,2281,11.1,5,1,22,198
2539500,25395,Irvine Valley College,7515,11.7,5,1,18,153
381600,3816,Southern West Virginia Community and Technical College,4010,15.9,5,1,15,94
164900,1649,City Colleges of Chicago-Richard J Daley College,3695,22,5,1,94,426
165500,1655,City Colleges of Chicago-Wilbur Wright College,3685,15.4,5,1,76,491
1005600,10056,Aiken Technical College,3411,12.1,5,1,62,511
814500,8145,Nashville State Community College,3400,19.7,5,1,487,2465
399000,3990,Florence-Darlington Technical College,3401,5.7,5,1,113,1962
1063300,10633,Houston Community College,5205,13.8,5,1,1468,10601
402400,4024,Georgia Northwestern Technical College,3202,22,5,1,205,931
553200,5532,Cape Girardeau Career and Technology Center,7637,12,4,1,12,100
2156200,21562,Delta Montrose Technical College,3850,25,3,1,24,96
560100,5601,Albany Technical College,449,23.9,5,1,457,1912
3155500,31555,Oconee Fall Line Technical College,204,21.6,5,1,68,314
4038600,40386,BridgeValley Community & Technical College,6836,21.6,5,1,214,988
2220800,22208,Career and Technology Education Centers of Licking County,252,4.3,4,1,4,93
4253400,42534,Clovis Community College,8024,15.5,5,1,35,225
826900,8269,Hillyard Technical Center,0,5.7,4,1,5,87
363400,3634,Texas State Technical College,6848,7,5,1,214,3029
2570301,25703,Los Angeles ORT College-Van Nuys Campus,12074,6.8,5,2,10,145
2132800,21328,National Conservatory of Dramatic Arts,18115,14,4,2,7,50
1161400,11614,CVPH Medical Center School of Radiologic Technology,10460,0,4,2,0,32
2183000,21830,Orleans Technical College,17968,7.2,5,2,21,291
924800,9248,Samaritan Hospital School of Nursing,21063,2.6,5,2,2,75
4146500,41465,Portland Actors Conservatory,21491,12.1,4,2,5,41
4206400,42064,Helms College,16564,21.3,5,2,22,103
3425300,34253,Rosedale Bible College,15547,2.5,5,2,2,78
644500,6445,Pomeroy College of Nursing at Crouse Hospital,17766,6.6,5,2,8,120
110500,1105,Shorter College,14689,27.8,5,2,77,276
3732300,37323,International Yacht Restoration School,16892,5.5,4,2,2,36
450303,4503,Everest College-Fort Worth South,24059,32.5,5,2,352,1080
972300,9723,Aria Health School of Nursing,20015,1.3,11,2,1,73
938700,9387,Perry Technical Institute,19870,8.5,5,2,35,410
3026520,30265,Remington College-Columbia Campus,16381,13.3,8,2,889,6663
2197900,21979,North Bennet Street School,35143,16.6,11,2,8,48
171600,1716,MacCormac College,18518,19.8,5,2,26,131
3367401,33674,Clary Sage College,19345,3.8,5,3,35,916
2171900,21719,The Ailey School,29061,20.5,11,2,16,78
632200,6322,Signature Healthcare Brockton Hospital School of Nursing,24237,3.1,4,2,6,191
641700,6417,Holy Name Medical Center School of Nursing,36965,1.6,4,2,1,62
4138600,41386,Alaska Christian College,9153,38.8,5,2,14,36
1185900,11859,Word of Life Bible Institute,11211,4.6,12,2,11,235
338600,3386,Valley Forge Military College,36975,14.7,5,2,22,149
3105200,31052,Baptist Health College-Little Rock,22700,4.1,5,2,21,504
1161700,11617,New York Methodist Hospital Center for Allied Health Education,46189,5,4,3,6,119
178400,1784,Ancilla College,17671,16.9,5,2,33,195
3367400,33674,Community Care College,17977,3.8,5,3,35,916
3250300,32503,CBD College,31890,9.1,5,2,16,174
1077100,10771,Gupton Jones College of Funeral Service,17787,23,5,2,27,117
888000,8880,Morrison Institute of Technology,18572,11.1,5,2,5,45
658300,6583,Western Pennsylvania Hospital School of Nursing,16788,2.5,3,2,1,39
4193800,41938,Shepherds College,23066,0,4,2,0,12
329400,3294,Manor College,16566,13.5,5,2,49,361
3026519,30265,Remington College-Nashville Campus,23910,13.3,8,2,889,6663
329701,3297,Mercyhurst University-North East Campus,15147,9.8,8,2,139,1408
3109100,31091,The Workforce Institute's City College,15399,10.6,5,2,7,66
2570300,25703,Los Angeles ORT College-Los Angeles Campus,19082,6.8,5,2,10,145
294300,2943,Louisburg College,17351,28,5,2,129,460
3549301,35493,Ultimate Medical Academy-Tampa,21793,11.9,5,2,1040,8687
4155000,41550,Northwest School of Wooden Boat Building,24086,13.3,5,2,8,60
2114200,21142,Johnson College,18059,12.6,5,2,31,245
3026515,30265,Remington College-Baton Rouge Campus,22240,13.3,8,2,889,6663
1088000,10880,Chatfield College,10256,11.5,5,2,28,243
156401,1564,Emory University-Oxford College,26315,1.7,8,2,40,2331
3367402,33674,Oklahoma Technical College,23342,3.8,5,3,35,916
3026504,30265,Remington College-Houston Southeast Campus,20517,13.3,8,2,889,6663
328300,3283,Lackawanna College,16113,18.5,6,2,161,868
3026516,30265,Remington College-Mobile Campus,20957,13.3,8,2,889,6663
531000,5310,Pittsburgh Institute of Aeronautics,25394,12.3,5,2,25,203
367200,3672,Latter-day Saints Business College,9171,5.8,5,2,23,393
344700,3447,Spartanburg Methodist College,13713,11.5,5,2,45,391
4139800,41398,Delaware College of Art and Design,29596,11.8,5,2,11,93
4175900,41759,Geisinger-Lewistown Hospital School of Nursing,31780,1.8,3,2,1,55
746501,7465,American Academy of Dramatic Arts-Los Angeles,41897,14,5,2,35,250
2300100,23001,Everest College-Everett,19941,25.9,3,2,351,1352
646100,6461,Saint Elizabeth College of Nursing,19971,1.1,5,2,1,90
3026511,30265,Remington College-Cleveland Campus,20749,13.3,8,2,889,6663
656500,6565,Reading Hospital School of Health Sciences,19079,0,11,2,0,179
3787300,37873,Expertise Cosmetology Institute,12742,26.4,4,2,27,102
3885300,38853,Employment Solutions-College for Technical Education,13816,17.2,4,2,40,232
4207000,42070,School of Missionary Aviation Technology,11993,13.9,4,2,6,43
3549300,35493,Ultimate Medical Academy-Clearwater,20911,11.9,5,2,1040,8687
154500,1545,Andrew College,18095,15.6,6,2,24,153
746500,7465,American Academy of Dramatic Arts-New York,38887,14,5,2,35,250
355600,3556,Commonwealth Institute of Funeral Service,21439,3.8,5,2,5,131
1081300,10813,American Academy McAllister Institute of Funeral Service,16145,9.1,5,2,16,175
327200,3272,Harcum College,20507,17.6,5,2,143,809
2300104,23001,Everest College-Tacoma,20323,25.9,3,2,351,1352
926701,9267,Everest College-Chesapeake,18063,29.9,5,2,253,846
450300,4503,Everest College-Colorado Springs,18185,32.5,5,2,352,1080
655100,6551,St Margaret School of Nursing,21809,1.9,4,2,1,51
3874400,38744,Community Christian College,13730,17.7,5,2,22,124
1099800,10998,Pennsylvania Institute of Technology,13575,11.8,5,2,78,660
902900,9029,Neighborhood Playhouse School of the Theater,21788,6.8,4,2,3,44
3026518,30265,Remington College-Little Rock Campus,21767,13.3,8,2,889,6663
926700,9267,Everest College-Newport News,17153,29.9,5,2,253,846
2361300,23613,The Landing School,26911,1.8,5,2,1,53
3579300,35793,Texas County Technical College,17991,1.2,5,2,1,81
3026514,30265,Remington College-Lafayette Campus,19667,13.3,8,2,889,6663
657700,6577,University of Pittsburgh Medical Center-Shadyside School of Nursing,19123,2.6,4,2,3,112
3079900,30799,City College-Altamonte Springs,20084,10.1,5,2,31,304
2237500,22375,Everest College-Henderson,19592,29.7,5,2,352,1183
673100,6731,Casa Loma College-Van Nuys,17036,9.4,5,2,33,348
643500,6435,Arnot Ogden Medical Center,11202,0,4,2,0,36
489900,4899,Mercy Hospital School of Nursing,19946,1.2,4,2,1,83
450700,4507,Everest College-Thornton,16632,27.5,5,2,145,527
915705,9157,Wyotech-Blairsville,24758,23.1,5,2,320,1384
2617510,26175,Everest College-Dallas,20365,31.7,3,2,811,2552
1076100,10761,Dallas Institute of Funeral Service,12735,25.8,5,2,22,85
915700,9157,Wyotech-Laramie,22055,23.1,5,2,320,1384
3696400,36964,SABER College,15785,8.9,5,2,26,290
982811,9828,Everest Institute-Norcross,15821,29.7,5,2,1171,3937
3112102,31121,Dewey University-Bayamon,5689,14.2,8,2,6,42
3112105,31121,Dewey University-Fajardo,5133,14.2,8,2,6,42
625700,6257,Saint Elizabeth School of Nursing,17307,3.5,11,2,4,112
2515403,25154,City College-Hollywood,15559,11.1,6,2,119,1063
1205000,12050,Rosedale Technical College,15227,8.1,5,2,22,269
2140000,21400,Riverside College of Health Careers,14319,1.5,5,2,2,133
885900,8859,John A Gupton College,5831,5.5,5,2,3,54
3112110,31121,Dewey University-Mayaguez,3297,14.2,8,2,6,42
3346300,33463,Academy for Nursing and Health Occupations,0,4.2,5,2,24,561
644800,6448,Belanger School of Nursing,0,9.8,5,2,5,51
2175800,21758,Centra College of Nursing,0,3.5,6,2,3,85
2125500,21255,Circle in the Square Theatre School,33977,8.9,11,2,6,67
653400,6534,Citizens School of Nursing,31981,3,4,2,3,98
893800,8938,Graham Hospital School of Nursing,0,9,11,2,3,33
642100,6421,JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,0,3.7,4,2,7,188
820000,8200,Jameson Health System,0,3,4,2,1,33
633100,6331,Lawrence Memorial Hospital School of Nursing,0,4.2,5,2,5,118
630500,6305,Maine College of Health Professions,0,2.5,6,2,2,80
1220300,12203,Memorial College of Nursing,0,2.5,5,2,1,40
1081400,10814,Pittsburgh Institute of Mortuary Science Inc,0,9.7,5,2,10,103
3983300,39833,"School of Professional Horticulture, New York Botanical Garden",0,6.6,4,2,1,15
646700,6467,St Joseph's College of Nursing at St Joseph's Hospital Health Center,0,1.4,5,2,2,142
650700,6507,Trinity Health System School of Nursing,0,4.4,4,2,2,45
658202,6582,Washington Hospital School of Radiologic Technology,0,6.6,11,2,3,45
4207500,42075,Medical Career Institute,14629,7.8,4,3,3,38
4139000,41390,Midwestern Career College,18608,16.6,5,3,43,258
904300,9043,Elmira Business Institute,45440,23.3,5,3,106,453
2251600,22516,The Academy of Hair Design Six,16884,12.5,3,3,2,16
4115600,41156,Mayfield College,21354,10.8,5,3,40,369
3654300,36543,Eastern Virginia Career College,18135,12.7,5,3,18,141
3763400,37634,Bold Beauty Academy,7694,19.7,4,3,14,71
3294300,32943,Blue Cliff College-Metairie,21969,17.1,5,3,394,2302
4131300,41313,Corinth Academy of Cosmetology,15949,10.5,3,3,4,38
4039300,40393,Sullivan and Cogliano Training Center,22225,13,5,3,58,443
3534400,35344,American Institute of Alternative Medicine,24377,11.3,8,3,20,176
4147600,41476,Casal Institute of Nevada,15410,9.8,3,3,11,112
3830301,38303,SAE Institute of Technology-Chicago,25222,34.5,6,3,234,678
4185900,41859,Elite School of Cosmetology,12356,5.4,4,3,2,37
1031904,10319,Fortis College-Columbus,26291,21.4,5,3,490,2285
2609502,26095,Career Training Academy-Pittsburgh,16180,16.3,5,3,48,293
974802,9748,Carrington College-Pleasant Hill,25132,14.8,5,3,486,3282
2178200,21782,Charleston School of Beauty Culture,5889,9.8,4,3,7,71
4221400,42214,Paul Mitchell the School-Denver,14751,18.7,4,3,9,48
4168700,41687,Peloton College,12027,4.8,5,3,4,83
2609500,26095,Career Training Academy-Lower Burrell,17611,16.3,5,3,48,293
3220300,32203,The Professional Hair Design Academy,13057,21.1,3,3,11,52
